submission_date;state;tot_cases;conf_cases;prob_cases;new_case;pnew_case;tot_death;conf_death;prob_death;new_death;pnew_death;created_at;consent_cases;consent_deaths
09/03/2020;NYC;237,577;231,351;6,226;329;34;23,416;18,782;4,634;3;0;09/01/2020 12:00:00 AM;Agree;Agree
06/29/2021;PW;2;;;0;0;0;;;0;0;06/30/2021 02:11:39 PM;;
01/25/2021;TX;2,246,845;;;6,319;795;39,460;;;316;0;01/27/2021 12:00:00 AM;Not agree;Not agree
04/01/2021;CO;463,685;434,979;28,706;1,604;142;6,117;5,385;732;10;4;04/02/2021 01:56:15 PM;Agree;Agree
05/11/2021;FL;2,232,820;;;3,253;1,121;35,831;;;48;4;05/12/2021 02:33:56 PM;Not agree;Not agree
02/05/2020;TX;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
07/15/2020;AS;0;;;0;0;0;;;0;0;07/16/2020 02:22:21 PM;;
06/20/2021;OK;455,994;359,713;96,281;153;47;7,362;6,273;1,089;0;0;06/21/2021 04:43:32 PM;Agree;Agree
09/16/2020;AR;72,219;;;862;256;1,157;;;154;147;09/17/2020 01:45:45 PM;Not agree;Not agree
04/16/2020;PR;1,043;;;69;;56;;;5;;04/16/2020 04:22:39 PM;Agree;Agree
10/05/2020;KS;62,708;59,067;3,641;1,597;292;706;;;8;0;10/06/2020 01:33:58 PM;Agree;N/A
06/12/2020;HI;711;;;17;0;17;;;0;0;06/13/2020 01:46:26 PM;Not agree;Not agree
10/04/2020;PW;0;;;0;0;0;;;0;0;10/05/2020 01:49:47 PM;;
06/30/2020;OK;19,014;;;836;0;438;437;1;2;0;07/01/2020 12:00:00 AM;Not agree;Agree
03/29/2020;OK;1,476;;;88;0;25;25;0;3;0;03/30/2020 12:00:00 AM;Not agree;Agree
06/10/2020;MP;30;30;0;0;0;2;2;0;0;0;06/11/2020 02:48:51 PM;Agree;Agree
09/30/2020;AS;0;;;0;0;0;;;0;0;10/01/2020 01:42:11 PM;;
08/07/2020;WV;7,433;7,277;156;156;2;127;;;3;0;08/08/2020 02:58:44 PM;Agree;Not agree
09/01/2020;PR;34,003;15,942;18,061;582;224;443;293;150;8;3;09/02/2020 01:49:48 PM;Agree;Agree
10/19/2020;FL;747,183;;;1,691;183;16,021;;;54;0;10/20/2020 02:59:27 PM;Not agree;Not agree
02/19/2021;GA;980,411;800,959;179,452;3,679;1,505;16,610;14,530;2,080;207;35;02/20/2021 02:45:37 PM;Agree;Agree
04/13/2020;AR;1,410;;;103;;30;;;1;;04/12/2020 04:22:39 PM;Not agree;Not agree
01/23/2020;AK;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;N/A
04/24/2021;WV;151,068;118,977;32,091;375;111;2,817;;;4;1;04/25/2021 01:42:01 PM;Agree;Not agree
05/24/2020;PW;0;;;0;0;0;;;0;0;05/25/2020 02:12:49 PM;;
01/30/2021;NYC;613,156;527,955;85,201;5,850;1,174;27,102;22,244;4,858;90;4;01/28/2021 12:00:00 AM;Agree;Agree
03/19/2020;KS;35;;;14;;1;;;0;;03/26/2020 04:22:39 PM;Agree;N/A
05/11/2021;KS;311,132;251,254;59,878;205;61;5,016;;;0;0;05/12/2021 02:33:56 PM;Agree;N/A
10/10/2020;AK;9,464;;;231;0;80;;;1;0;10/10/2020 12:00:00 AM;N/A;N/A
07/08/2020;HI;1,109;;;34;0;19;;;0;0;07/09/2020 11:14:15 AM;Not agree;Not agree
11/09/2020;TX;1,038,964;;;4,849;-1,936;20,675;;;147;0;11/11/2020 12:00:00 AM;Not agree;Not agree
05/06/2021;AS;0;;;0;0;0;;;0;0;05/07/2021 01:36:40 PM;;
09/28/2020;PW;0;;;0;0;0;;;0;0;09/29/2020 01:50:42 PM;;
07/31/2020;GA;190,734;184,447;6,287;4,308;228;3,752;3,752;0;81;0;08/01/2020 10:38:12 AM;Agree;Agree
06/25/2020;KS;12,970;12,703;267;0;0;261;;;0;0;06/26/2020 07:18:27 PM;Agree;N/A
12/30/2020;PW;0;;;0;0;0;;;0;0;12/31/2020 02:55:07 PM;;
07/10/2020;CO;36,191;33,189;3,002;666;23;1,724;1,397;327;18;0;07/11/2020 06:25:05 PM;Agree;Agree
02/01/2020;MP;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
05/23/2021;AS;0;;;0;0;0;;;0;0;05/24/2021 01:46:58 PM;;
02/28/2021;AS;4;;;0;0;0;;;0;0;03/01/2021 03:21:38 PM;;
05/20/2020;AR;5,003;;;80;0;107;;;5;0;05/21/2020 03:41:38 PM;Not agree;Not agree
05/26/2021;AK;67,317;;;65;0;362;;;0;0;05/27/2021 01:41:41 PM;N/A;N/A
05/30/2021;TX;2,943,700;;;384;24;50,909;;;26;0;06/01/2021 12:00:00 AM;Not agree;Not agree
02/08/2021;MA;545,303;517,806;27,497;1,369;93;15,283;14,973;310;43;1;02/10/2021 12:00:00 AM;Agree;Agree
07/30/2020;WV;6,422;6,284;138;96;-1;115;;;3;0;07/31/2020 02:35:06 PM;Agree;Not agree
10/15/2020;AS;0;;;0;0;0;;;0;0;10/16/2020 01:33:55 PM;;
01/28/2021;PR;92,968;86,302;6,666;427;79;1,812;1,526;286;11;1;01/29/2021 02:42:19 PM;Agree;Agree
03/20/2020;AR;100;;;36;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
12/10/2020;UT;225,946;225,946;0;3,401;0;1,016;998;18;21;1;12/11/2020 03:06:51 PM;Agree;Agree
08/02/2020;CO;47,716;44,527;3,189;449;-1;1,844;1,502;342;0;-1;08/03/2020 02:31:01 PM;Agree;Agree
07/02/2021;OK;458,850;361,711;97,139;367;101;7,400;6,306;1,094;5;1;07/03/2021 01:44:06 PM;Agree;Agree
02/01/2020;UT;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/15/2020;FL;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
02/16/2021;UT;362,347;362,347;0;591;0;1,797;1,738;59;1;0;02/17/2021 02:51:58 PM;Agree;Agree
10/19/2020;AR;99,597;;;531;97;1,714;;;10;0;10/20/2020 02:59:27 PM;Not agree;Not agree
04/26/2021;UT;395,677;395,677;0;246;0;2,183;2,119;64;1;0;04/27/2021 01:56:18 PM;Agree;Agree
12/27/2020;TX;1,668,597;;;8,046;1,526;30,206;;;258;0;12/29/2020 12:00:00 AM;Not agree;Not agree
12/23/2020;MP;118;118;0;2;0;2;2;0;0;0;12/24/2020 02:31:20 PM;Agree;Agree
05/11/2020;OK;5,391;;;36;0;297;297;0;1;0;05/12/2020 12:00:00 AM;Not agree;Agree
02/28/2020;KS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;N/A
08/27/2020;TX;597,737;;;5,600;0;14,394;;;122;0;08/29/2020 12:00:00 AM;Not agree;Not agree
04/13/2021;HI;31,175;;;62;0;468;;;0;0;04/14/2021 02:34:57 PM;Not agree;Not agree
06/06/2020;WV;2,136;2,069;67;17;2;84;;;0;0;06/07/2020 02:23:35 PM;Agree;Not agree
02/16/2021;AK;54,818;;;60;0;312;;;0;0;02/16/2021 12:00:00 AM;N/A;N/A
01/30/2020;PR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
01/21/2021;MP;129;129;0;0;0;2;2;0;0;0;01/22/2021 02:51:49 PM;Agree;Agree
04/27/2021;HI;32,397;;;48;0;476;;;1;0;04/28/2021 03:20:12 PM;Not agree;Not agree
10/25/2020;WV;21,906;20,567;1,339;194;54;423;;;1;0;10/26/2020 01:41:41 PM;Agree;Not agree
09/26/2020;TX;733,438;;;4,886;0;16,716;;;67;0;09/28/2020 12:00:00 AM;Not agree;Not agree
06/01/2021;UT;406,282;406,282;0;112;0;2,302;2,232;70;0;0;06/02/2021 02:35:40 PM;Agree;Agree
03/10/2020;NYC;46;46;0;21;0;1;1;0;0;0;03/08/2020 12:00:00 AM;Agree;Agree
01/26/2021;TX;2,273,119;;;26,274;3,796;39,787;;;327;0;01/28/2021 12:00:00 AM;Not agree;Not agree
06/03/2020;AS;0;;;0;0;0;;;0;0;06/04/2020 03:03:31 PM;;
03/28/2020;UT;588;;;122;;2;;;0;;03/28/2020 04:22:39 PM;Agree;Agree
06/08/2020;KS;10,650;10,650;0;257;0;236;;;4;0;06/09/2020 04:49:08 PM;Agree;N/A
11/26/2020;PR;50,678;49,226;1,452;1,452;80;1,076;852;224;7;2;11/27/2020 03:07:59 PM;Agree;Agree
02/15/2021;PR;98,317;90,881;7,436;480;28;1,924;1,626;298;4;1;02/16/2021 02:53:06 PM;Agree;Agree
06/27/2020;AR;19,310;;;570;0;259;;;10;0;06/28/2020 02:59:02 PM;Not agree;Not agree
01/19/2021;KS;259,822;215,587;44,235;0;0;3,525;;;0;0;01/20/2021 02:44:03 PM;Agree;N/A
02/02/2020;PR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/27/2021;GA;1,004,187;816,973;187,214;3,365;1,212;17,294;15,067;2,227;75;15;02/28/2021 02:48:18 PM;Agree;Agree
08/30/2020;NYC;236,557;230,427;6,130;297;18;23,401;18,771;4,630;6;1;08/28/2020 12:00:00 AM;Agree;Agree
08/14/2020;AS;0;;;0;0;0;;;0;0;08/15/2020 02:02:05 PM;;
12/27/2020;KS;209,689;176,819;32,870;0;0;2,507;;;0;0;12/28/2020 02:42:49 PM;Agree;N/A
02/09/2020;PW;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
02/18/2021;GA;976,732;798,785;177,947;3,485;1,247;16,403;14,358;2,045;130;26;02/19/2021 03:33:51 PM;Agree;Agree
05/28/2020;AS;0;;;0;0;0;;;0;0;05/29/2020 02:19:55 PM;;
04/06/2020;NYC;86,981;85,917;1,064;4,052;188;5,202;4,145;1,057;698;188;04/04/2020 12:00:00 AM;Agree;Agree
10/11/2020;AK;9,714;;;250;0;82;;;2;0;10/11/2020 12:00:00 AM;N/A;N/A
06/13/2020;MP;30;30;0;0;0;2;2;0;0;0;06/14/2020 02:19:43 PM;Agree;Agree
07/07/2021;PR;140,434;123,268;17,166;22;15;2,553;2,198;355;1;0;07/08/2021 02:26:57 PM;Agree;Agree
06/23/2021;PW;2;;;0;0;0;;;0;0;06/24/2021 03:16:23 PM;;
07/19/2020;AS;0;;;0;0;0;;;0;0;07/20/2020 02:35:44 PM;;
04/09/2021;MA;655,278;615,947;39,331;2,312;128;17,387;17,037;350;18;0;04/11/2021 12:00:00 AM;Agree;Agree
05/24/2021;AR;340,186;;;49;-3;5,820;;;3;0;05/25/2021 02:17:06 PM;Not agree;Not agree
06/20/2020;WV;2,500;2,418;82;32;-1;88;;;0;0;06/21/2020 02:32:57 PM;Agree;Not agree
12/07/2020;PW;0;;;0;0;0;;;0;0;12/08/2020 02:59:49 PM;;
09/07/2020;AR;66,280;;;348;-2;908;;;14;0;09/08/2020 02:47:00 PM;Not agree;Not agree
04/04/2020;MA;11,736;;;1,334;;312;306;6;39;1;04/06/2020 12:00:00 AM;Agree;Agree
04/05/2021;MA;646,220;607,967;38,253;2,988;76;17,341;16,994;347;11;1;04/07/2021 12:00:00 AM;Agree;Agree
04/25/2020;FL;29,996;;;289;0;1,055;;;9;0;05/25/2020 03:38:40 PM;Not agree;Not agree
02/26/2020;OK;16;;;2;0;0;0;0;0;0;02/27/2020 12:00:00 AM;Not agree;Agree
06/14/2021;AR;344,067;;;103;36;5,863;;;2;0;06/15/2021 02:44:13 PM;Not agree;Not agree
03/20/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
03/08/2021;AS;4;;;0;0;0;;;0;0;03/09/2021 02:47:41 PM;;
05/16/2020;AR;4,578;;;115;0;98;;;0;0;05/17/2020 03:27:46 PM;Not agree;Not agree
06/16/2021;NYC;953,281;785,979;167,302;235;51;33,367;28,282;5,085;1;-3;06/17/2021 02:38:09 PM;Agree;Agree
01/13/2021;AR;262,020;;;2,467;876;4,186;;;65;19;01/14/2021 03:12:46 PM;Not agree;Not agree
03/06/2021;UT;374,438;374,438;0;570;0;1,975;1,919;56;5;0;03/07/2021 02:51:40 PM;Agree;Agree
06/23/2020;OK;14,955;;;610;1;420;420;0;6;0;06/24/2020 12:00:00 AM;Not agree;Agree
12/24/2020;HI;20,309;;;125;0;283;;;0;0;12/25/2020 02:25:34 PM;Not agree;Not agree
03/28/2020;MA;4,257;;;1,017;;73;72;1;15;0;03/30/2020 12:00:00 AM;Agree;Agree
07/05/2020;TX;195,239;;;3,449;0;3,903;;;132;0;07/07/2020 12:00:00 AM;Not agree;Not agree
03/31/2021;HI;29,779;;;90;0;460;;;1;0;04/01/2021 02:13:30 PM;Not agree;Not agree
06/29/2020;WV;2,870;2,771;99;38;1;93;;;0;0;06/30/2020 03:27:33 PM;Agree;Not agree
05/25/2021;FL;2,270,571;;;1,842;687;36,581;;;80;8;05/26/2021 01:48:32 PM;Not agree;Not agree
09/06/2020;CO;59,274;55,256;4,018;285;9;1,972;1,623;349;1;0;09/07/2020 01:37:36 PM;Agree;Agree
06/15/2020;HI;727;;;3;0;17;;;0;0;06/16/2020 10:10:11 AM;Not agree;Not agree
05/18/2021;GA;1,116,775;891,073;225,702;767;275;20,532;17,825;2,707;26;5;05/19/2021 02:37:49 PM;Agree;Agree
08/30/2020;WV;10,110;9,928;182;143;-1;213;;;1;0;08/31/2020 02:05:56 PM;Agree;Not agree
07/11/2021;MA;711,050;664,789;46,261;110;3;18,011;17,646;365;0;0;07/12/2021 02:22:55 PM;Agree;Agree
11/28/2020;AS;3;;;0;0;0;;;0;0;11/29/2020 02:49:08 PM;;
02/19/2021;CO;418,695;396,291;22,404;1,280;123;5,878;5,148;730;14;1;02/20/2021 02:45:37 PM;Agree;Agree
12/13/2020;HI;18,938;;;77;0;272;;;3;0;12/14/2020 02:36:45 PM;Not agree;Not agree
10/22/2020;AR;102,798;;;1,202;309;1,772;;;21;4;10/23/2020 01:44:31 PM;Not agree;Not agree
05/04/2020;UT;5,406;5,406;0;145;0;56;56;0;6;0;05/05/2020 05:25:08 PM;Agree;Agree
05/15/2021;PW;0;;;0;0;0;;;0;0;05/16/2021 01:46:12 PM;;
05/07/2021;PW;0;;;0;0;0;;;0;0;05/08/2021 01:45:22 PM;;
06/06/2020;CO;27,848;25,319;2,529;233;13;1,527;1,209;318;3;-1;06/07/2020 02:23:35 PM;Agree;Agree
02/04/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
07/25/2020;OK;39,022;;;714;0;604;602;2;11;0;07/26/2020 12:00:00 AM;Not agree;Agree
12/03/2020;AR;164,310;;;2,789;772;2,555;;;33;2;12/04/2020 03:00:59 PM;Not agree;Not agree
02/12/2020;MP;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/01/2020;WV;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
07/09/2021;AS;0;;;0;0;0;;;0;0;07/10/2021 02:17:36 PM;;
07/29/2020;FL;446,251;;;9,384;225;6,333;;;216;1;07/30/2020 02:42:43 PM;Not agree;Not agree
03/14/2021;WV;135,468;108,016;27,452;319;89;2,530;;;11;0;03/15/2021 02:03:45 PM;Agree;Not agree
03/12/2021;PW;0;;;0;0;0;;;0;0;03/13/2021 03:19:19 PM;;
09/14/2020;MP;61;61;0;0;0;2;2;0;0;0;09/15/2020 02:03:59 PM;Agree;Agree
12/20/2020;CO;308,890;296,325;12,565;2,292;22;4,368;3,759;609;29;0;12/21/2020 02:39:53 PM;Agree;Agree
06/14/2020;AS;0;;;0;0;0;;;0;0;06/15/2020 02:33:03 PM;;
07/29/2020;MP;42;42;0;2;0;2;2;0;0;0;07/30/2020 02:42:43 PM;Agree;Agree
10/15/2020;NYC;256,148;247,829;8,319;700;111;23,608;18,958;4,650;4;0;10/13/2020 12:00:00 AM;Agree;Agree
02/28/2021;AR;322,415;;;3,220;1,216;5,243;;;-174;-68;03/01/2021 03:21:38 PM;Not agree;Not agree
06/02/2020;GA;47,079;47,048;31;578;0;2,102;2,102;0;28;0;06/03/2020 10:11:36 AM;Agree;Agree
07/02/2021;MP;183;183;0;0;0;2;2;0;0;0;07/03/2021 01:44:06 PM;Agree;Agree
03/24/2021;PW;0;;;0;0;0;;;0;0;03/25/2021 02:25:23 PM;;
12/25/2020;MA;341,925;328,307;13,618;0;0;12,192;11,933;259;67;1;12/27/2020 12:00:00 AM;Agree;Agree
01/10/2021;AS;3;;;0;0;0;;;0;0;01/11/2021 03:01:02 PM;;
06/30/2020;NYC;217,823;212,913;4,910;218;16;22,954;18,385;4,569;12;1;06/28/2020 12:00:00 AM;Agree;Agree
05/31/2021;UT;406,170;406,170;0;143;0;2,302;2,232;70;1;0;06/01/2021 03:18:33 PM;Agree;Agree
07/23/2020;NYC;226,253;220,917;5,336;355;15;23,199;18,595;4,604;6;0;07/21/2020 12:00:00 AM;Agree;Agree
05/31/2020;GA;45,612;45,583;29;729;0;2,052;2,052;0;49;0;06/01/2020 10:17:42 AM;Agree;Agree
05/13/2020;AK;384;;;1;0;10;;;0;0;05/13/2020 12:00:00 AM;N/A;N/A
01/15/2021;TX;2,072,903;;;27,204;5,214;36,253;;;327;0;01/17/2021 12:00:00 AM;Not agree;Not agree
06/06/2020;AS;0;;;0;0;0;;;0;0;06/07/2020 02:23:35 PM;;
04/18/2021;WV;148,887;117,443;31,444;370;91;2,785;;;5;0;04/19/2021 03:04:26 PM;Agree;Not agree
07/12/2021;HI;37,081;;;56;2;518;;;0;0;07/13/2021 02:26:25 PM;Not agree;Not agree
09/26/2020;PW;0;;;0;0;0;;;0;0;09/27/2020 01:39:49 PM;;
07/10/2020;WV;3,983;3,872;111;157;3;95;;;0;0;07/11/2020 06:25:05 PM;Agree;Not agree
02/20/2021;PR;99,064;91,527;7,537;229;26;1,979;1,686;293;22;0;02/21/2021 02:57:50 PM;Agree;Agree
12/02/2020;GA;482,139;428,980;53,159;5,734;1,683;9,567;8,830;737;52;20;12/03/2020 03:21:08 PM;Agree;Agree
11/05/2020;AK;17,263;;;327;0;125;;;0;0;11/05/2020 12:00:00 AM;N/A;N/A
10/18/2020;HI;13,989;;;82;0;187;;;1;0;10/19/2020 02:06:44 PM;Not agree;Not agree
03/01/2021;AR;322,509;;;94;-4;5,250;;;7;1;03/02/2021 02:54:47 PM;Not agree;Not agree
11/08/2020;AK;18,888;;;507;0;133;;;5;0;11/08/2020 12:00:00 AM;N/A;N/A
12/08/2020;KS;174,025;149,082;24,943;0;0;1,856;;;0;0;12/09/2020 02:45:40 PM;Agree;N/A
07/12/2021;MA;711,162;664,897;46,265;112;4;18,012;17,647;365;1;0;07/13/2021 02:26:25 PM;Agree;Agree
02/11/2021;PR;96,924;89,636;7,288;288;66;1,907;1,612;295;5;0;02/12/2021 02:56:38 PM;Agree;Agree
12/22/2020;PR;70,488;66,583;3,905;576;60;1,408;1,166;242;17;1;12/23/2020 02:36:58 PM;Agree;Agree
11/18/2020;KS;128,594;112,461;16,133;5,853;1,416;1,326;;;60;3;11/19/2020 03:01:36 PM;Agree;N/A
06/06/2020;GA;50,126;50,094;32;583;0;2,160;2,160;0;-14;0;06/07/2020 10:23:35 AM;Agree;Agree
12/13/2020;AK;40,198;;;641;0;257;;;3;0;12/13/2020 12:00:00 AM;N/A;N/A
04/25/2021;UT;395,431;395,431;0;281;0;2,182;2,118;64;2;0;04/26/2021 01:45:41 PM;Agree;Agree
08/05/2020;OK;45,642;;;696;0;723;718;5;16;0;08/06/2020 12:00:00 AM;Not agree;Agree
05/14/2021;MA;700,337;655,687;44,650;429;92;17,742;17,384;358;20;2;05/15/2021 01:54:58 PM;Agree;Agree
08/31/2020;AS;0;;;0;0;0;;;0;0;09/01/2020 02:09:34 PM;;
08/05/2020;TX;459,887;;;8,706;0;10,965;;;215;0;08/07/2020 12:00:00 AM;Not agree;Not agree
06/10/2021;CO;549,084;511,533;37,551;596;94;6,666;5,879;787;15;6;06/11/2021 02:20:54 PM;Agree;Agree
12/23/2020;CO;316,500;303,493;13,007;2,948;146;4,462;3,831;631;93;9;12/24/2020 02:31:20 PM;Agree;Agree
06/30/2021;AK;68,379;;;40;0;370;;;3;0;07/01/2021 02:29:33 PM;N/A;N/A
04/26/2021;CO;503,253;471,024;32,229;1,011;25;6,255;5,505;750;4;-1;04/27/2021 01:56:18 PM;Agree;Agree
02/23/2021;TX;2,606,275;;;11,809;3,790;45,776;;;145;0;02/25/2021 12:00:00 AM;Not agree;Not agree
02/29/2020;PW;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
02/27/2020;PW;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
12/19/2020;AS;3;;;0;0;0;;;0;0;12/20/2020 02:32:33 PM;;
10/23/2020;AS;0;;;0;0;0;;;0;0;10/24/2020 01:26:44 PM;;
08/15/2020;WV;8,457;8,289;168;183;-2;160;;;3;0;08/16/2020 02:57:14 PM;Agree;Not agree
06/01/2021;PW;1;;;0;0;0;;;0;0;06/02/2021 02:35:40 PM;;
03/02/2021;HI;27,532;;;33;0;436;;;0;0;03/03/2021 03:20:17 PM;Not agree;Not agree
04/07/2021;OK;443,984;350,541;93,443;251;60;7,175;6,103;1,072;3;0;04/08/2021 12:00:00 AM;Agree;Agree
03/27/2021;MA;627,556;590,961;36,595;2,570;208;17,130;16,789;341;27;0;03/29/2021 12:00:00 AM;Agree;Agree
12/20/2020;PW;0;;;0;0;0;;;0;0;12/21/2020 02:39:53 PM;;
09/04/2020;KS;45,220;43,800;1,420;1,280;39;481;;;23;0;09/05/2020 02:09:45 PM;Agree;N/A
08/02/2020;FL;481,668;;;7,047;4;7,084;;;62;0;08/03/2020 02:31:01 PM;Not agree;Not agree
05/20/2020;AK;404;;;3;0;11;;;0;0;05/20/2020 12:00:00 AM;N/A;N/A
06/20/2021;UT;411,610;411,610;0;96;0;2,330;2,260;70;2;0;06/20/2021 12:00:00 AM;Agree;Agree
12/04/2020;OK;235,402;199,460;35,942;3,237;773;3,180;2,957;223;68;11;12/05/2020 12:00:00 AM;Agree;Agree
07/01/2021;OK;458,483;361,445;97,038;303;108;7,395;6,302;1,093;2;0;07/02/2021 01:55:07 PM;Agree;Agree
03/13/2021;TX;2,715,755;;;4,906;929;47,660;;;76;0;03/15/2021 12:00:00 AM;Not agree;Not agree
06/03/2020;PW;0;;;0;0;0;;;0;0;06/04/2020 03:03:31 PM;;
09/10/2020;MA;123,546;121,759;1,787;403;40;9,198;8,989;209;21;1;09/12/2020 12:00:00 AM;Agree;Agree
08/02/2020;MA;110,430;110,430;;353;;8,655;8,450;205;10;0;08/04/2020 12:00:00 AM;Agree;Agree
11/11/2020;AR;126,197;;;1,962;755;2,126;;;14;1;11/12/2020 02:55:21 PM;Not agree;Not agree
03/21/2021;CO;450,630;423,684;26,946;802;58;6,073;5,343;730;5;0;03/22/2021 01:57:09 PM;Agree;Agree
07/09/2021;TX;3,004,105;;;2,397;538;51,518;;;1;0;07/11/2021 12:00:00 AM;Not agree;Not agree
03/01/2021;WV;132,048;105,464;26,584;193;54;2,300;;;0;0;03/02/2021 02:54:47 PM;Agree;Not agree
04/01/2021;NYC;856,282;712,677;143,605;4,156;984;31,323;26,320;5,003;46;5;03/30/2021 12:00:00 AM;Agree;Agree
06/03/2020;AR;8,067;;;249;0;142;;;6;0;06/04/2020 03:03:31 PM;Not agree;Not agree
06/13/2020;HI;716;;;5;0;17;;;0;0;06/14/2020 10:19:43 AM;Not agree;Not agree
06/09/2020;PR;5,185;1,386;3,799;139;126;142;63;79;0;0;06/10/2020 08:56:25 PM;Agree;Agree
06/19/2020;PW;0;;;0;0;0;;;0;0;06/20/2020 02:15:45 PM;;
04/29/2020;CO;14,675;13,148;1,527;437;30;766;642;124;30;5;04/30/2020 04:07:01 PM;Agree;Agree
03/11/2021;MP;146;146;0;0;0;2;2;0;0;0;03/12/2021 03:20:13 PM;Agree;Agree
06/18/2021;KS;316,539;255,297;61,242;98;15;5,129;;;1;-4;06/18/2021 12:00:00 AM;Agree;N/A
07/04/2020;CO;33,866;30,970;2,896;254;-1;1,701;1,365;336;0;0;07/05/2020 03:00:14 PM;Agree;Agree
02/15/2021;PW;0;;;0;0;0;;;0;0;02/16/2021 02:53:06 PM;;
06/06/2020;PW;0;;;0;0;0;;;0;0;06/07/2020 02:23:35 PM;;
06/23/2020;KS;12,465;12,465;0;0;0;259;;;0;0;06/24/2020 03:03:27 PM;Agree;N/A
05/04/2020;MA;69,087;69,087;0;1,000;0;4,729;4,602;127;138;4;05/06/2020 12:00:00 AM;Agree;Agree
11/13/2020;PR;41,772;41,174;598;653;53;921;711;210;7;0;11/14/2020 02:44:40 PM;Agree;Agree
10/14/2020;WV;18,818;18,124;694;263;47;391;;;4;0;10/15/2020 01:30:46 PM;Agree;Not agree
01/31/2020;CO;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
09/23/2020;CO;66,669;61,983;4,686;616;27;2,030;1,676;354;5;1;09/24/2020 01:54:02 PM;Agree;Agree
02/06/2020;OK;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Agree
09/18/2020;MP;62;62;0;0;0;2;2;0;0;0;09/19/2020 02:00:26 PM;Agree;Agree
07/26/2020;FL;418,844;;;9,259;41;5,854;;;77;0;07/27/2020 02:16:42 PM;Not agree;Not agree
07/03/2020;TX;183,532;;;7,555;0;3,623;;;135;0;07/05/2020 12:00:00 AM;Not agree;Not agree
05/06/2020;HI;617;;;2;0;17;;;0;0;05/07/2020 06:59:02 PM;Not agree;Not agree
10/24/2020;AK;12,525;;;356;0;97;;;0;0;10/24/2020 12:00:00 AM;N/A;N/A
08/03/2020;OK;44,062;;;377;0;700;695;5;11;0;08/04/2020 12:00:00 AM;Not agree;Agree
02/15/2021;TX;2,563,949;;;3,889;445;44,427;;;160;0;02/17/2021 12:00:00 AM;Not agree;Not agree
03/26/2020;CO;1,430;;;344;;24;;;5;;03/26/2020 04:22:39 PM;Agree;Agree
04/12/2021;AK;62,566;;;78;0;341;;;0;0;04/12/2021 12:00:00 AM;N/A;N/A
05/30/2020;AK;435;;;3;0;12;;;1;0;05/30/2020 12:00:00 AM;N/A;N/A
07/03/2021;AK;68,517;;;39;0;370;;;0;0;07/05/2021 01:25:13 PM;N/A;N/A
03/25/2021;FL;1,989,922;;;5,648;1,643;32,957;;;107;12;03/26/2021 02:14:54 PM;Not agree;Not agree
06/25/2020;HI;849;;;16;0;17;;;0;0;06/26/2020 03:18:27 PM;Not agree;Not agree
06/08/2020;WV;2,161;2,089;72;17;3;84;;;0;0;06/09/2020 04:49:08 PM;Agree;Not agree
05/24/2020;NYC;202,343;197,874;4,469;1,048;12;21,777;17,316;4,461;77;12;05/22/2020 12:00:00 AM;Agree;Agree
01/23/2021;CO;384,966;366,520;18,446;1,958;213;5,482;4,778;704;20;3;01/24/2021 02:36:49 PM;Agree;Agree
03/30/2021;KS;301,862;244,206;57,656;0;0;4,902;;;0;0;03/31/2021 02:08:03 PM;Agree;N/A
06/22/2021;MA;709,476;663,332;46,144;33;0;17,977;17,613;364;1;0;06/23/2021 03:24:06 PM;Agree;Agree
11/24/2020;PW;0;;;0;0;0;;;0;0;11/25/2020 02:53:15 PM;;
04/10/2020;TX;11,671;;;1,441;0;351;;;29;0;04/12/2020 12:00:00 AM;Not agree;Not agree
09/21/2020;AK;6,931;;;70;0;63;;;1;0;09/21/2020 12:00:00 AM;N/A;N/A
04/04/2021;PR;109,833;99,693;10,140;426;120;2,131;1,814;317;5;1;04/05/2021 01:43:02 PM;Agree;Agree
01/30/2020;WV;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
